Date,Price,Returns
2010-01-04,163.53591918945312,
2010-01-05,160.6864776611328,-0.01742394907762923
2010-01-06,160.93382263183594,0.0015393017153859656
2010-01-07,155.43283081054688,-0.0341817010950739
2010-01-08,156.28370666503906,0.0054742350766892045
2010-01-11,156.3529510498047,0.0004430684825900144
2010-01-12,155.59112548828125,-0.004872473185880355
2010-01-13,155.32398986816406,-0.0017169078202812216
2010-01-14,154.7699432373047,-0.0035670383649663018
2010-01-15,157.7480010986328,0.01924183597303486
2010-01-18,160.4490203857422,0.01712236775298681
2010-01-19,159.62783813476562,-0.005118025956171723
2010-01-20,159.2815399169922,-0.002169409933880595
2010-01-21,154.88865661621094,-0.027579362323283396
2010-01-22,153.95863342285156,-0.006004462906950114
2010-01-25,152.0985870361328,-0.012081468543632012
2010-01-27,142.06619262695312,-0.06595981333341627
2010-01-28,140.7107391357422,-0.009540999629448654
2010-01-29,137.3962860107422,-0.02355508289813313
2010-02-01,142.44216918945312,0.03672503329759902
2010-02-02,140.3842315673828,-0.014447530768316064
2010-02-03,142.778564453125,0.017055568556451073
2010-02-04,136.4563751220703,-0.04427968130419391
2010-02-05,133.0133056640625,-0.02523201612916748
2010-02-08,133.2210693359375,0.0015619766070600338
2010-02-09,133.83448791503906,0.004604516253767121
2010-02-10,132.5186004638672,-0.009832199993227708
2010-02-11,136.10018920898438,0.027027064371191845
2010-02-15,135.1800537109375,-0.006760721666844938
2010-02-16,139.13760375976562,0.02927613904704285
2010-02-17,140.78988647460938,0.011875170120771772
2010-02-18,140.46339416503906,-0.002319003997699798
2010-02-19,138.47471618652344,-0.014157980378709967
2010-02-22,139.51358032226562,0.007502193644815636
2010-02-23,138.45492553710938,-0.007588184481473692
2010-02-24,135.4373016357422,-0.021794991327761637
2010-02-25,132.06349182128906,-0.024910491967175874
2010-02-26,140.73052978515625,0.06562781162560505
2010-03-02,157.9161834716797,0.12211745179073508
2010-03-03,160.13241577148438,0.014034231647968687
2010-03-04,160.8744659423828,0.00463397849413183
2010-03-05,157.1642608642578,-0.023062734389768247
2010-03-08,157.8370361328125,0.0042807141067253696
2010-03-09,153.56288146972656,-0.027079542088521147
2010-03-10,154.09715270996094,0.003479169152863948
2010-03-11,152.4448699951172,-0.010722344221074875
2010-03-12,150.56503295898438,-0.01233125808820612
2010-03-15,152.18763732910156,0.010776767608181581
2010-03-16,155.54165649414062,0.022038709739517826
2010-03-17,154.4434356689453,-0.007060621893509866
2010-03-18,154.40386962890625,-0.0002561846663646783
2010-03-19,155.06675720214844,0.004293205700319325
2010-03-22,150.42652893066406,-0.029924068544460947
2010-03-23,146.29087829589844,-0.027492827655897445
2010-03-25,143.5008087158203,-0.01907206800983674
2010-03-26,148.35870361328125,0.03385273533253175
2010-03-29,146.54812622070312,-0.012204052397880583
2010-03-30,149.58554077148438,0.020726396366248068
2010-03-31,149.93182373046875,0.0023149494075325183
2010-04-01,153.87948608398438,0.026329716102248657
2010-04-05,154.6314239501953,0.004886537415393688
2010-04-06,153.18692016601562,-0.009341592719504077
2010-04-07,157.38192749023438,0.027384892389457516
2010-04-08,153.95863342285156,-0.021751506808780352
2010-04-09,160.21156311035156,0.04061434911757211
2010-04-12,154.55227661132812,-0.03532383299403552
2010-04-13,153.29574584960938,-0.008130134277340328
2010-04-15,153.42437744140625,0.0008391073808602378
2010-04-16,155.284423828125,0.012123538760514752
2010-04-19,153.51341247558594,-0.011404951693669507
2010-04-20,156.7882843017578,0.0213328058660196
2010-04-21,160.16209411621094,0.021518252014033346
2010-04-22,165.55426025390625,0.03366693078939664
2010-04-23,167.0977020263672,0.009322875594344637
2010-04-26,168.35423278808594,0.0075197369352242305
2010-04-27,167.51324462890625,-0.00499534906400767
2010-04-28,162.56631469726562,-0.029531574906805802
2010-04-29,166.72174072265625,0.025561421092241243
2010-04-30,172.66796875,0.03566558267427977
2010-05-03,169.0764923095703,-0.02079989975227925
2010-05-04,166.65248107910156,-0.014336772648621765
2010-05-05,165.19808959960938,-0.008727091670491571
2010-05-06,160.9635009765625,-0.02563339947399057
2010-05-07,150.9311065673828,-0.06232713844016402
2010-05-10,160.99319458007812,0.06666676102452818
2010-05-11,158.28225708007812,-0.016838832890241018
2010-05-12,158.82643127441406,0.0034379987016524005
2010-05-13,164.4065704345703,0.03513356760195108
2010-05-14,161.51756286621094,-0.017572336438397507
2010-05-17,156.16497802734375,-0.03313933632902122
2010-05-18,152.8307342529297,-0.021350777981925306
2010-05-19,141.46267700195312,-0.0743833189478944
2010-05-20,140.86903381347656,-0.0041964651104995365
2010-05-21,140.46339416503906,-0.0028795515767829905
2010-05-24,139.88954162597656,-0.00408542412401236
2010-05-25,133.26065063476562,-0.047386608849821266
2010-05-26,140.39413452148438,0.05353030960557037
2010-05-27,146.7756805419922,0.04545450593259126
2010-05-28,148.30923461914062,0.010448284562439403
2010-05-31,149.39756774902344,0.007338269479157278
2010-06-01,143.4513397216797,-0.03980137104596615
2010-06-02,147.64634704589844,0.02924341684335463
2010-06-03,151.82156372070312,0.028278496273983267
2010-06-04,152.6823272705078,0.005669573733202871
2010-06-07,145.85556030273438,-0.04471222760233695
2010-06-08,145.5983123779297,-0.0017637169558071264
2010-06-09,144.06475830078125,-0.01053277371215533
2010-06-10,150.2088623046875,0.04264820957168758
2010-06-11,151.35655212402344,0.007640626536455253
2010-06-14,150.43641662597656,-0.006079257786560155
2010-06-15,150.3275909423828,-0.0007233998657673046
2010-06-16,154.41375732421875,0.027181745920494826
2010-06-17,158.7373809814453,0.02800024902022402
